1 input_SAM_RF_AC_Radar_#1_#2_#3.asc Mar  6 2026 15:53:17
  0  0 82
time            mach_m1         pdynmc_m1       SBEL1_m1        SBEL2_m1        
SBEL3_m1        VBEL1_m1        VBEL2_m1        VBEL3_m1        alt_m1          
mach_m2         pdynmc_m2       SBEL1_m2        SBEL2_m2        SBEL3_m2        
VBEL1_m2        VBEL2_m2        VBEL3_m2        alt_m2          mach_m3         
pdynmc_m3       SBEL1_m3        SBEL2_m3        SBEL3_m3        VBEL1_m3        
VBEL2_m3        VBEL3_m3        alt_m3          launch_epo_a1   pdynmc_a1       
mach_a1         SAEL1_a1        SAEL2_a1        SAEL3_a1        VAEL1_a1        
VAEL2_a1        VAEL3_a1        psivlx_a1       thtvlx_a1       alt_a1          
phiavx_a1       anx_a1          launch_epo_a2   pdynmc_a2       mach_a2         
SAEL1_a2        SAEL2_a2        SAEL3_a2        VAEL1_a2        VAEL2_a2        
VAEL3_a2        psivlx_a2       thtvlx_a2       alt_a2          phiavx_a2       
anx_a2          launch_epo_a3   pdynmc_a3       mach_a3         SAEL1_a3        
SAEL2_a3        SAEL3_a3        VAEL1_a3        VAEL2_a3        VAEL3_a3        
psivlx_a3       thtvlx_a3       alt_a3          phiavx_a3       anx_a3          
lnch_delay_f1   lnch_delay_f1   lnch_delay_f1   SIEL11_f1       SIEL12_f1       
SIEL13_f1       SIEL21_f1       SIEL22_f1       SIEL23_f1       SIEL31_f1       
SIEL32_f1       SIEL33_f1       
269196          -1959.54        -700.43         -1112.1         -583.576        
-187.542        -337.723        1112.1          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -8499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -17646.5        
-4796.37        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          10.0859         -11047.7        
-9997.53        14988.5         -8512.16        -10009.5        -17647.4        
-4788.88        -5000.78        
87              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.18096         
283183          -2572.3         -881.579        -1453.21        -626.141        
-170.451        -334.12         1453.21         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -8249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -17561          
-4561.45        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -4.41293        -11039          
-10007.9        14993.8         -8255.44        -10006.8        -17567.6        
-4552.6         -4992.1         
88              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.14437         
263161          -3198.86        -1041.99        -1774.31        -626.181        
-152.861        -309.35         1774.31         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -7999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -17475.5        
-4326.53        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          6.78093         -11046.5        
-9995.46        14997.1         -8011           -9994.88        -17479.3        
-4321.65        -4995.04        
89              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.11842         
247450          -3823.7         -1190.89        -2074.68        -623.396        
-145.648        -292.435        2074.68         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -7749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -17390          
-4091.6         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -6.41522        -11050.8        
-9991.36        14993           -7770.35        -9995.35        -17390.3        
-4089.28        -5001.69        
90              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.09831         
234285          -4446.03        -1332.83        -2360.03        -621.673        
-137.391        -278.139        2360.03         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -7499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -17304.5        
-3856.68        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          4.82103         -11043.6        
-10000.4        14995.9         -7496.64        -10006.3        -17305          
-3851.77        -5006.34        
91              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.08012         
222563          -5067.9         -1463.84        -2630.22        -622.451        
-123.886        -261.802        2630.22         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -7249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -17219          
-3621.76        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          0.903361        -11035.6        
-10007.6        14998.8         -7255.46        -9997.65        -17215.8        
-3616.56        -5016.29        
92              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.06472         
212386          -5691.49        -1579.77        -2883.05        -624.898        
-107.9          -243.774        2883.05         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -6999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -17133.5        
-3386.83        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -4.73521        -11041.4        
-10000.2        14999           -6994.28        -10007.7        -17133.2        
-3401.76        -4993.94        
93              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.05389         
203984          -6317.91        -1679.86        -3117.97        -628.007        
-92.4582        -226.3          3117.97         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -6749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -17047.9        
-3151.91        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -2.80695        -11045          
-9997.98        14990.9         -6763.05        -10004.7        -17050.1        
-3149.65        -4998.75        
94              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.04777         
197194          -6947.6         -1764.96        -3336.24        -631.411        
-77.7802        -210.556        3336.24         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -6499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16962.4        
-2916.99        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          1.10206         -11035.6        
-10006.1        15002.9         -6497.29        -10000.8        -16964.4        
-2919.72        -4995.19        
95              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.04509         
191612          -7580.81        -1835.14        -3539.56        -635.046        
-62.2897        -196.239        3539.56         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -6249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16876.9        
-2682.07        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          4.82809         -11043.6        
-9999.01        14989.8         -6256.09        -10010.4        -16880.8        
-2694.02        -4989.11        
96              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.04453         
186886          -8217.74        -1888.83        -3728.87        -638.822        
-44.7068        -182.405        3728.87         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -5999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16791.4        
-2447.14        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -0.329653       -11038.3        
-10003.9        14997.4         -6012.7         -9995.46        -16785          
-2457.68        -5018.02        
97              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.04551         
182859          -8858.43        -1923.79        -3904.37        -642.523        
-24.8698        -168.579        3904.37         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -5749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16705.9        
-2212.22        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -3.31674        -11038.6        
-10004.1        14998.6         -5748.23        -10002          -16701.1        
-2206.51        -5015.45        
98              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.04795         
179480          -9502.68        -1937.94        -4066.03        -645.912        
-3.14733        -154.751        4066.03         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -5499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16620.4        
-1977.3         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -4.49546        -11045.5        
-9998.53        14998.9         -5495.54        -10002.3        -16615.6        
-1969.96        -5016.64        
99              2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.05072         
176520          -10150          -1929.27        -4214.09        -648.19         
21.9081         -141.773        4214.09         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -5249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16534.9        
-1742.37        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          6.35143         -11043          
-9999.69        15000.9         -5254.28        -10000.1        -16535.3        
-1760.62        -4992.39        
100             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.03827         
171324          -10796.4        -1886.55        -4349.11        -642.641        
68.5001         -127.435        4349.11         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -4999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16449.4        
-1507.45        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -7.13196        -11045.1        
-9999.52        15003           -4994.71        -9996.06        -16452.7        
-1518.21        -4991.55        
101             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.0044          
163110          -11430.3        -1784.85        -4467.94        -622.504        
136.942         -110.02         4467.94         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -4749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16363.9        
-1272.53        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          1.13315         -11047.7        
-9993.8         14994.6         -4754.62        -10004.8        -16372          
-1273.41        -4979.5         
102             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       1.9656          
154773          -12037.7        -1612.04        -4569.31        -591.241        
207.526         -93.1366        4569.31         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -4499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16278.4        
-1037.6         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          3.29312         -11043.4        
-10000.8        14997           -4490.36        -10009.1        -16282.3        
-1027.83        -4994.14        
103             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       1.93956         
148995          -12612.5        -1373.9         -4655.36        -559.192        
266.23          -79.5715        4655.36         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -4249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16192.9        
-802.68         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -3.23171        -11048.1        
-9996.11        14991.5         -4260.95        -10007.1        -16195.1        
-801.121        -4986.03        
104             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       1.9327          
146496          -13158.6        -1084.72        -4729.56        -534.569        
309.639         -69.2584        4729.56         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -3999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16107.4        
-567.757        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          1.49812         -11041.6        
-10000.4        15004.6         -3983.17        -10000.8        -16107.5        
-578.805        -4997.11        
105             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       1.94396         
146934          -13685.5        -759.349        -4794.72        -521.267        
338.88          -61.3289        4794.72         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -3749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16021.9        
-332.834        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -11.7509        -11035.9        
-10007.1        15001           -3754.71        -9997.24        -16020.4        
-324.567        -5009.17        
106             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       1.96927         
149627          -14205.2        -411.219        -4852.73        -520.306        
355.268         -55.0683        4852.73         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -3499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15936.4        
-97.9106        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          1.23319         -11047.7        
-9994.07        15003.8         -3512.35        -9988.62        -15937          
-103.211        -4998.53        
107             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       1.99898         
153089          -14729.7        -53.2854        -4905.9         -529.843        
357.97          -51.8922        4905.9          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -3249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15850.9        
137.013         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -2.44217        -11040.6        
-10003.7        14998.5         -3249.05        -10001.5        -15849          
144.716         -5001.34        
108             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01663         
154736          -15267.3        298.478         -4957.57        -546.404        
342.137         -51.96          4957.57         0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -2999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15765.4        
371.936         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          0.585794        -11036.3        
-10008.3        15009           -3007.76        -9986.89        -15767.6        
376.343         -4992.32        
109             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -2749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -3.61496        -11034.5        
-10009.5        14999.8         -2760.91        -9996.88        -15699.6        
550.764         -4999.8         
110             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -2499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          0.487157        -11046.3        
-9995.01        15001.6         -2498.08        -9996.44        -15701.1        
560.704         -4987.49        
111             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -2249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -2.31088        -11053.2        
-9989.97        15004.8         -2249.72        -9989.5         -15697          
550.614         -5001.74        
112             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -1999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -9.08645        -11038.7        
-10006.1        14990.3         -2009.11        -10010          -15700.9        
549.16          -4993.26        
113             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -1749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -0.504444       -11042          
-10003.1        14999.1         -1748.59        -10003.8        -15695.4        
567.845         -5005.95        
114             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -1499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -9.96144        -11043.7        
-10001.3        14999.8         -1490.08        -10004.3        -15701.2        
550.781         -4988.52        
115             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -1249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -0.975648       -11041.8        
-10000.5        15006           -1250.4         -9987.97        -15696.9        
557.155         -5001.02        
116             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -999.75         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          4.22243         -11033.8        
-10010.2        15006           -996.992        -9989.81        -15701.7        
557.258         -4994.5         
117             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -749.75         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          1.62721         -11040.8        
-10002.8        15006.1         -756.932        -9990.77        -15699.1        
553.978         -4998.54        
118             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -499.75         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
554.706         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.368         78.898          -0.611679       -11039          
-10005.5        15005           -495.393        -9994.97        -15703          
552.585         -4994.66        
119             2.60686         126019          -0.870701       -11042.4        
-10002.5        2.24212         -650.522        -431.865        10002.5         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01764         
154032          -15698.9        555.572         -4999.3         -561.733        
315.471         -56.6917        4999.3          0               12922.2         
0.834637        1.65321e-10     -11043.2        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -249.75         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15698.8        
